incident_id,timestamp,incident_type,severity,owner,notification_group,escalation_path
INC-00203,2025-01-10 12:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00204,2025-01-10 12:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00205,2025-01-10 12:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00206,2025-01-10 13:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00207,2025-01-10 13:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00208,2025-01-10 13:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00209,2025-01-10 13:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00210,2025-01-10 14:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00211,2025-01-10 14:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00212,2025-01-10 14:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00213,2025-01-10 14:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00214,2025-01-10 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00215,2025-01-10 15:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00216,2025-01-10 15:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00217,2025-01-10 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00218,2025-01-10 15:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00219,2025-01-10 16:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00220,2025-01-10 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00221,2025-01-10 16:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00222,2025-01-10 16:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00223,2025-01-10 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00224,2025-01-10 16:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00225,2025-01-10 17:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00226,2025-01-10 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00227,2025-01-10 17:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00228,2025-01-10 17:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00229,2025-01-10 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00230,2025-01-10 17:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00231,2025-01-10 18:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00232,2025-01-10 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00233,2025-01-10 18:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00234,2025-01-10 18:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00235,2025-01-10 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00236,2025-01-10 18:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00237,2025-01-10 19:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00238,2025-01-10 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00239,2025-01-10 19:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00240,2025-01-10 19:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00241,2025-01-10 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00242,2025-01-10 19:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00243,2025-01-10 20:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00244,2025-01-10 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00245,2025-01-10 20:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00246,2025-01-10 20:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00247,2025-01-10 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00248,2025-01-10 20:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00249,2025-01-10 21:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00250,2025-01-10 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00251,2025-01-10 21:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00252,2025-01-10 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00253,2025-01-10 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00254,2025-01-10 22:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00255,2025-01-10 23:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00256,2025-01-10 23:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00257,2025-01-11 00:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00258,2025-01-11 00:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00259,2025-01-11 01:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00260,2025-01-11 01:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00261,2025-01-11 02:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00262,2025-01-11 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00263,2025-01-11 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00264,2025-01-11 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00265,2025-01-11 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00266,2025-01-11 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00267,2025-01-11 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00268,2025-01-11 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00269,2025-01-11 08:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00270,2025-01-11 08:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00271,2025-01-11 09:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00272,2025-01-11 09:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00273,2025-01-11 10:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00274,2025-01-11 10:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00275,2025-01-11 12:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00276,2025-01-11 12:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00277,2025-01-11 13:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00278,2025-01-11 13:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00279,2025-01-11 14:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00280,2025-01-11 14:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00281,2025-01-11 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00282,2025-01-11 15:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00283,2025-01-11 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00284,2025-01-11 15:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00285,2025-01-11 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00286,2025-01-11 16:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00287,2025-01-11 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00288,2025-01-11 16:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00289,2025-01-11 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00290,2025-01-11 17:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00291,2025-01-11 17:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00292,2025-01-11 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00293,2025-01-11 17:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00294,2025-01-11 18:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00295,2025-01-11 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00296,2025-01-11 18:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00297,2025-01-11 18:30:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00298,2025-01-11 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00299,2025-01-11 18:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00300,2025-01-11 19:00:00,GRID_STRESS_INCIDENT,Critical,Executive,Executive Leadership,Operator → Supervisor → Regional Controller → Executive
INC-00301,2025-01-11 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00302,2025-01-11 19:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00303,2025-01-11 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00304,2025-01-11 19:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00305,2025-01-11 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00306,2025-01-11 20:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00307,2025-01-11 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00308,2025-01-11 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00309,2025-01-11 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00310,2025-01-11 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00311,2025-01-11 22:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00312,2025-01-11 23:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00313,2025-01-11 23:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00314,2025-01-12 00:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00315,2025-01-12 01:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00316,2025-01-12 01:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00317,2025-01-12 02:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00318,2025-01-12 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00319,2025-01-12 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00320,2025-01-12 03:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00321,2025-01-12 04:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00322,2025-01-12 04:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00323,2025-01-12 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00324,2025-01-12 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00325,2025-01-12 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00326,2025-01-12 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00327,2025-01-12 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00328,2025-01-12 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00329,2025-01-12 08:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00330,2025-01-12 08:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00331,2025-01-12 09:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00332,2025-01-12 09:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00333,2025-01-12 10:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00334,2025-01-12 14:30:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00335,2025-01-12 15:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00336,2025-01-12 15:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00337,2025-01-12 16:00:00,FORECAST_RISK_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00338,2025-01-12 18:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00339,2025-01-12 18:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00340,2025-01-12 19:00:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00341,2025-01-12 19:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
INC-00342,2025-01-13 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-00343,2025-01-13 10:30:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00344,2025-01-13 11:00:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00345,2025-01-13 11:30:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00346,2025-01-13 12:00:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00347,2025-01-13 12:30:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00348,2025-01-13 13:00:00,RENEWABLE_SUPPORT_INCIDENT,Low,Operator,Operations Team,Operator
INC-00349,2025-01-14 08:30:00,PEAK_LOAD_EMISSIONS_INCIDENT,High,Regional Controller,Regional Leadership,Operator → Supervisor → Regional Controller
